TIS_ID,LOCATION_LINK_DESC,LGA,ALL_VEHICLE_DAILY_VOLUME_AVG,TRUCKS_DAILY_VOLUME_AVG,DAILY_AVG_%_OF_VOLUME_OF_TRUCKS,LATITUDE,LONGITUDE,SUBURB,POSTCODE
12446, IRREWILLIPE ROAD btwn MAIN STREET & LAWES ROAD,COLAC OTWAY,950,53.0,0.07,-38.359425099999996,143.5728102, Elliminyt , 3250
11482, BUCKLEY STREET btwn NAPIER STREET & NAPIER STREET,MARIBYRNONG,13000,1400.0,0.13,-37.804037799999996,144.9004538, Footscray , 3011
11849, BEACH ROAD btwn CHARMAN ROAD & BALCOMBE ROAD,BAYSIDE,5600,349.0,0.07,-37.9929777,145.03138080000002, Beaumaris , 3193
10918, ST KILDA STREET btwn NORTH ROAD & MARTIN STREET,BAYSIDE,15000,962.0,0.07,-37.8967459,144.98973230000001, Brighton , 3186
10920, ORMOND ESPLANADE btwn BARKLY STREET & GLEN HUNTLY ROAD,PORT PHILLIP,14000,623.0,0.05,-37.8821516,144.9780373, Elwood , 3184
10922, WARRIGAL ROAD btwn RIVERSDALE ROAD & BURWOOD ROAD,WHITEHORSE,12000,726.0,0.07,-37.84318270000001,145.0969061, Camberwell , 3124
11274, SOUTH ROAD btwn CHESTERVILLE ROAD & WARRIGAL ROAD,KINGSTON,21000,1100.0,0.06,-37.9374995,145.07052050000001, Moorabbin , 3189
10929, GRANGE ROAD btwn NEERIM ROAD & GLENHUNTLY ROAD,GLEN EIRA,8000,328.0,0.05,-37.8884748,145.0454494, Carnegie , 3163
11280, BARKLY STREET btwn GLEN HUNTLY ROAD & ORMOND ESPLANADE,PORT PHILLIP,3200,202.0,0.07,-37.8818287,144.9781169, Elwood , 3184
10142, KERANG-KOONDROOK ROAD btwn BOROUGH DRIVE & COHUNA-KOONDROOK ROAD,GANNAWARRA,818,82.0,0.12,-35.702719099999996,144.02123419999998, Teal Point , 3579
10807, BALLARTO ROAD btwn CLYDE-FIVE WAYS ROAD & KOO WEE RUP ROAD,CARDINIA,1700,195.0,0.13,-38.1435783,145.4041436, Cardinia , 3978
12825, HOWLONG STREET btwn MAIN STREET & MURRAY VALLEY HIGHWAY,INDIGO,1800,292.0,0.2,-36.054961600000006,146.46756169999998, Rutherglen , 3685
11691, MURRAY VALLEY HIGHWAY btwn CORRYONG ROAD & MURRAY RIVER ROAD,TOWONG,422,48.0,0.14,-36.1667435,147.9873702, Towong , 3707
11693, MURRAY VALLEY HIGHWAY btwn MURRAY RIVER ROAD & OMEO HIGHWAY,TOWONG,729,134.0,0.23,-36.1926329,147.28444119999997, Tallangatta East , 3700
13192, ANZAC PARADE btwn ANZAC PARADE & SILKY OAK AVENUE,WODONGA,8800,558.0,0.08,-36.1384833,146.9118225, Wodonga , 3690
12629, NAPIER STREET btwn HAMELIN STREET & MIDLAND HIGHWAY,BENDIGO,9100,823.0,0.11,-36.716138799999996,144.3136585, Epsom , 3551
11241, GAP ROAD btwn CALDER FREEWAY & CALDER HIGHWAY Offramp,HUME,3700,164.0,0.05,-37.5757484,144.68042830000002, Sunbury , 3429
11246, GISBORNE-MELTON ROAD btwn AITKEN STREET & UNNAMED,MACEDON RANGES,1700,164.0,0.12,-37.4943415,144.58697969999997, Gisborne , 3437
11475, DUNCANS ROAD btwn HOPPERS LANE & AVIATION ROAD,WYNDHAM,5000,430.0,0.1,-37.9251908,144.7031887, Werribee South , 3030
11477, KOROROIT CREEK ROAD btwn GRIEVE PARADE & MILLERS ROAD,HOBSONS BAY,7500,579.0,0.09,-37.8500127,144.83383659999998, Altona North , 3025
10912, MILLERS ROAD btwn BLACKSHAWS ROAD & MASON STREET,HOBSONS BAY,12000,826.0,0.08,-37.834857299999996,144.8476409, Altona North , 3025
11481, MURRADOC ROAD btwn IBBOTSON STREET & BLUFF ROAD,GEELONG,1400,109.0,0.1,-38.1744137,144.7093925, St Leonards , 3223
9784, RIVERSDALE ROAD btwn ELGAR ROAD & STATION STREET,WHITEHORSE,10000,630.0,0.07,-37.8380189,145.1156896, Box Hill South , 3128
9787, CARLISLE STREET btwn BRIGHTON ROAD & CHAPEL STREET,PORT PHILLIP,5700,353.0,0.07,-37.8681537,144.98869380000002, St Kilda , 3182
9399, BALACLAVA ROAD btwn ORRONG ROAD & KOOYONG ROAD,GLEN EIRA,6200,385.0,0.07,-37.8712281,145.01316880000002, Caulfield North , 3161
9971, GLEN EIRA ROAD btwn KOOYONG ROAD & HAWTHORN ROAD,GLEN EIRA,7300,456.0,0.07,-37.8795902,145.01980600000002, Caulfield , 3162
9402, ST KILDA STREET btwn BENT AVENUE & ORMOND ESPLANADE,BAYSIDE,1300,82.0,0.07,-37.88946,144.99110019999998, Elwood , 3184
10350, CHURCH STREET btwn BARKERS ROAD & BRIDGE ROAD,BOROONDARA,6100,188.0,0.04,-37.8165994,145.020028, Hawthorn , 3122
9184, ARTHURS SEAT ROAD btwn GLENONE AVENUE & PURVES ROAD,MORNINGTON PENINSULA,903,72.0,0.09,-38.349977,144.9481313, Arthurs Seat , 3936
8050, PHILLIP ISLAND ROAD btwn BERMAGUI CRESCENT & VENTNOR BEACH ROAD,BASS COAST,3200,186.0,0.07,-38.482111100000004,145.2563026, Cowes , 3922
9544, MT DANDENONG TOURIST ROAD btwn MOUNTAIN HIGHWAY & SASSAFRAS CREEK ROAD,YARRA RANGES,2300,147.0,0.07,-37.8657802,145.3525194, Sassafras , 3787
13867, CANTERBURY ROAD btwn EASTLINK & WANTIRNA ROAD,MAROONDAH,16000,1000.0,0.07,-37.832386799999995,145.215164, Vermont , 3133
14839, CALDER FREEWAY E Bd btwn WESTERN RING ROAD Offramp &,BRIMBANK,22000,888.0,0.05,-37.7275597,144.8611901, Keilor Park , 3042
15090, PARK STREET BTWN DOMAIN ROAD & TOORAK ROAD,MELBOURNE,1700,,,-37.8359355,144.9821568, South Yarra , 3141
15094, TOORAK ROAD WEST btwn PARK STREET & PUNT ROAD,MELBOURNE,9100,570.0,0.07,-37.837338700000004,144.9787933, South Yarra , 3141
15778, PYRENEES HIGHWAY btwn CALDER FREEWAY & FINNINGS ROAD,MOUNT ALEXANDER,5900,914.0,0.19,-37.0875128,144.3355846, Elphinstone , 3448
14602, YARRA GLEN BYPASS btwn HEALESVILLE-YARRA GLEN ROAD & MELBA HIGHWAY,YARRA RANGES,1400,255.0,0.22,-37.6521109,145.39592340000002, Yarra Glen , 3775
12052, HUME FREEWAY btwn HUME FREEWAY Offramp & LITHGOW STREET,MITCHELL,21000,3300.0,0.19,-37.4716967,144.9731609, Beveridge , 3753
12055, HUME FREEWAY btwn HUME FREEWAY & HUME HIGHWAY,HUME,18000,1500.0,0.09,-37.6057613,144.94577040000001, Craigieburn , 3064
11865, JOHNSTON STREET btwn HODDLE STREET & CLARKE STREET,YARRA,8800,273.0,0.04,-37.800292299999995,144.99757419999997, Abbotsford , 3067
11286, STUDLEY PARK ROAD btwn YARRA BOULEVARD & YARRA BOULEVARD,BOROONDARA,9600,597.0,0.07,-37.8014886,145.0066165, Kew , 3101
11503, TUCKFIELD STREET btwn GRUBB ROAD & THE PARADE,GEELONG,5800,191.0,0.04,-38.2620346,144.5346659, Ocean Grove , 3226
11505, BARKERS ROAD btwn CHURCH STREET & DENMARK STREET,BOROONDARA,10000,642.0,0.07,-37.8133914,145.02569580000002, Hawthorn , 3122
11788, DONCASTER ROAD btwn BURKE ROAD & BULLEEN ROAD,BOROONDARA,8000,501.0,0.07,-37.7929623,145.06724509999998, Balwyn North , 3104
11436, WARRANDYTE-RINGWOOD ROAD btwn JUMPING CREEK ROAD & CROYDON ROAD,MANNINGHAM,5800,382.0,0.08,-37.7541315,145.233852, Warrandyte South , 3134
10874, PARKER STREET btwn FOOTE STREET & HIGH STREET,MANNINGHAM,6000,448.0,0.09,-37.7563966,145.1158385, Templestowe Lower , 3107
11440, HEIDELBERG-KINGLAKE ROAD btwn MAIN ROAD & COTTLES BRIDGE-STRATHEWEN ROAD,NILLUMBIK,1600,46.0,0.03,-37.6306088,145.2099596, Hurstbridge , 3099
11799, DIAMOND CREEK ROAD btwn MAIN STREET & GREENSBOROUGH BYPASS,BANYULE,7300,402.0,0.06,-37.694843799999994,145.1109503, Greensborough , 3088
11803, QUEENS PARADE btwn SMITH STREET & GOLD STREET,YARRA,12000,757.0,0.07,-37.789729,144.9882729, Clifton Hill , 3068
10901, MELBOURNE ROAD btwn NORTH ROAD & FERGUSON STREET,HOBSONS BAY,11000,690.0,0.07,-37.8516334,144.88932490000002, Williamstown , 3016
12839, MIDLAND HIGHWAY btwn HUME FREEWAY Offramp & HUME FREEWAY,BENALLA,1600,222.0,0.17,-36.5805986,145.9605627, Benalla , 3672
12842, BENALLA ROAD btwn HIGH STREET & DOYLES ROAD,SHEPPARTON,11000,616.0,0.07,-36.3838421,145.415737, Shepparton , 3630
12637, MIDLAND HIGHWAY btwn BRUDENELL STREET & BRAND STREET,CAMPASPE,1200,225.0,0.24,-36.4473424,144.9852899, Stanhope , 3623
13202, CHURCH STREET btwn GLENLEITH AVENUE & KEERA STREET,GEELONG,4700,723.0,0.19,-38.133247,144.35190459999998, Geelong , 3220
13205, MIDLAND HIGHWAY btwn GEELONG ROAD & BAKERS ROAD,GOLDEN PLAINS,5600,550.0,0.12,-38.049338899999995,144.20061069999997, Bannockburn , 3331
10802, LARNACH ROAD btwn FRANKSTON-FLINDERS ROAD & GRANT ROAD,MORNINGTON PENINSULA,4100,277.0,0.08,-38.1964701,145.16497859999998, Baxter , 3911
12032, CALDER HIGHWAY btwn HIGH STREET & SPECIMEN STREET,LODDON,902,232.0,0.32,-36.340732700000004,143.4889791, Woosang , 3518
11653, BROADWAY btwn CALDER HIGHWAY & OCONNOR STREET,BULOKE,1100,245.0,0.28,-36.071630600000006,143.2256714, Wycheproof , 3527
11663, HUME FREEWAY btwn HUME FREEWAY Onramp & HUME FREEWAY Offramp,WANGARATTA,7100,2000.0,0.35,-36.3929323,146.3410917, Wangaratta , 3677
11754, DORSET ROAD btwn CANTERBURY ROAD & MOUNTAIN HIGHWAY,MAROONDAH,14000,1200.0,0.09,-37.8318005,145.2873274, Bayswater North , 3153
9974, HIGHBURY ROAD btwn STATION STREET & MIDDLEBOROUGH ROAD,MONASH,8600,537.0,0.07,-37.8568307,145.1251824, Mount Waverley , 3149
9406, WAVERLEY ROAD btwn HUNTINGDALE ROAD & STEPHENSONS ROAD,MONASH,7200,452.0,0.07,-37.883627600000004,145.1181696, Mount Waverley , 3149
10358, WAVERLEY ROAD btwn WAVERLEY ROAD & BURKE ROAD,STONNINGTON,7000,439.0,0.07,-37.8758137,145.0468438, Malvern East , 3145
10360, CENTRE ROAD btwn EAST BOUNDARY ROAD & WARRIGAL ROAD,GLEN EIRA,9400,591.0,0.08,-37.9226434,145.07079309999997, Bentleigh East , 3165
10362, BLACKBURN ROAD btwn WELLINGTON ROAD & DANDENONG ROAD,MONASH,11000,968.0,0.1,-37.919121600000004,145.1396212, Clayton , 3168
9418, BLACKBURN ROAD btwn HIGHBURY ROAD & HIGH STREET ROAD,MONASH,13000,842.0,0.07,-37.865986299999996,145.1495785, Glen Waverley , 3150
10691, SHANNON AVENUE btwn AUTUMN STREET & ABERDEEN STREET,GEELONG,8300,917.0,0.14,-38.1435129,144.33579880000002, Geelong West , 3218
15028, EASTLINK BTWN BORONIA RD & CANTERBURY RD,KNOX,52000,5000.0,0.11,-37.8392167,145.2177892, Wantirna , 3152
15427, EASTLINK S BD BTWN RAMPS AT MAROONDAH HWY,MAROONDAH,31000,3000.0,0.11,-37.815533,145.21667240000002, Ringwood , 3134
15530, WESTERN FREEWAY btwn & WESTERN HIGHWAY,MELTON,9000,805.0,0.1,-37.7551097,144.73225549999998, Ravenhall , 3023
15138, WESTERN RING RD NE BD BTWN RAMPS AT TULLAMARINE FWY,BRIMBANK,71000,8000.0,0.13,-37.707922700000005,144.88561430000001, Tullamarine , 3043
14471, MONASH FWY SE BD BTWN JACKSONS RD & EASTLINK,DANDENONG,86000,7000.0,0.09,-37.9388149,145.19700880000002, Dandenong North , 3175
14473, WESTERN RING RD NE BD BTWN RAMPS AT CALDER FWY,BRIMBANK,58000,7300.0,0.15,-37.7277953,144.85986780000002, Keilor East , 3033
12817, SYDNEY ROAD btwn METROPOLITAN RING ROAD Offramp & BOX FOREST ROAD,MORELAND,26000,2600.0,0.12,-37.6983599,144.9596803, Fawkner , 3060
11681, KING GEORGE STREET btwn COHUNA-MCMILLANS ROAD & MURRAY VALLEY HIGHWAY,GANNAWARRA,2500,364.0,0.18,-35.8035848,144.21748730000002, Cohuna , 3568
12626, MURRAY VALLEY HIGHWAY btwn MURRAY VALLEY HIGHWAY Town Bound & JACARANDA CRESCENT,SWAN HILL,1900,281.0,0.18,-35.45918220000001,143.63212719999999, Lake Boga , 3584
11518, BURKE ROAD btwn MALVERN ROAD & HIGH STREET,STONNINGTON,7600,474.0,0.07,-37.857019799999996,145.0517721, Glen Iris , 3146
11521, BURKE ROAD btwn HAROLD STREET & CAMBERWELL ROAD,BOROONDARA,7600,472.0,0.07,-37.8297273,145.0570076, Camberwell , 3124
11525, BURKE ROAD btwn EASTERN FREEWAY Onramp & DONCASTER ROAD,BOROONDARA,13000,512.0,0.04,-37.7891494,145.0647625, Balwyn North , 3104
10898, PASCOE VALE ROAD btwn SOMERTON ROAD & BARRY ROAD,HUME,21000,835.0,0.05,-37.65290529999999,144.9296784, Meadow Heights , 3048
11457, MICKLEHAM ROAD btwn DONNYBROOK ROAD & CRAIGIEBURN ROAD,HUME,3300,241.0,0.08,-37.5614805,144.87673180000002, Mickleham , 3064
10900, MAIN STREET btwn MELBOURNE-LANCEFIELD ROAD & DIGBY DRIVE,MACEDON RANGES,5000,279.0,0.07,-37.3502005,144.7429433, Romsey , 3434
11464, MELBOURNE ROAD btwn WEST GATE FREEWAY Offramp & BLACKSHAWS ROAD,HOBSONS BAY,13000,810.0,0.07,-37.8315816,144.88165769999998, Spotswood , 3015
11468, MT ALEXANDER ROAD btwn WESTERN LINK TOLLWAY & MT ALEXANDER ROAD,MOONEE VALLEY,30000,1900.0,0.07,-37.787067900000004,144.93996819999998, Parkville , 3052
11748, MT DANDENONG ROAD btwn BONA STREET & WICKLOW AVENUE,MAROONDAH,13000,680.0,0.06,-37.8012177,145.26065680000002, Croydon , 3136
11751, MOUNTAIN HIGHWAY btwn ALBERT AVENUE & LIVERPOOL ROAD,KNOX,5800,274.0,0.05,-37.8470797,145.30350159999998, Boronia , 3155
13209, BUNINYONG-SEBASTOPOL ROAD btwn ALBERT STREET & LEARMONTH STREET,BALLARAT,4400,409.0,0.11,-37.6391427,143.8504841, Magpie , 3352
13211, SKIPTON STREET btwn DOVETON STREET & LATROBE STREET,BALLARAT,12000,1300.0,0.14,-37.569920200000006,143.8508124, Ballarat Central , 3350
11709, MIDLAND HIGHWAY btwn MIDLAND HIGHWAY & CRESWICK ROAD,BALLARAT,7300,572.0,0.1,-37.527880100000004,143.84900159999998, Wendouree , 3355
13215, ALBERT STREET btwn CASTLEMAINE ROAD & MELBOURNE ROAD,HEPBURN,4700,376.0,0.1,-37.423353999999996,143.894893, Creswick , 3363
13218, MIDLAND HIGHWAY btwn POWELL CONNECTION ROAD & MALMSBURY-DAYLESFORD ROAD,HEPBURN,1300,164.0,0.16,-37.2893683,144.1630907, Dry Diggings , 3461
11890, ANAKIE ROAD btwn COAKLEY CRESCENT & SEPARATION STREET,GEELONG,6800,284.0,0.05,-38.098831700000005,144.3338327, Bell Post Hill , 3215
11321, ST KILDA ROAD btwn HIGH STREET & UNION STREET,PORT PHILLIP,12000,473.0,0.05,-37.851743,144.98119640000002, Melbourne , 3004
8970, GRAMPIANS ROAD btwn WESTERN HIGHWAY & GRAMPIANS ROAD Town Bound,NORTHERN GRAMPIANS,533,90.0,0.21,-37.087182500000004,142.6491054, Mokepilly , 3381
14233, EASTLINK BTWN DANDENONG BYPASS & CHELTENHAM RD,DANDENONG,44000,4200.0,0.11,-37.992982399999995,145.1921242, Dandenong , 3175
13837, EASTLINK BTWN POLICE ROAD ONRAMP & WELLINGTON RD,KNOX,55000,5300.0,0.11,-37.9314969,145.20980749999998, Rowville , 3178
8618, HARKER STREET btwn ERROL STREET & CURZON STREET,MELBOURNE,5800,361.0,0.07,-37.797678600000005,144.9498694, North Melbourne , 3051
9220, CAMPERDOWN-COBDEN ROAD btwn BOWEN STREET & COBDEN-STONEYFORD ROAD,CORANGAMITE,1300,123.0,0.11,-38.2850938,143.12047040000002, Bostocks Creek , 3260
15024, EASTLINK BTWN RAMPS AT HIGH STREET RD,KNOX,56000,5300.0,0.11,-37.875986700000006,145.2126335, Wantirna South , 3152
15421, EASTLINK BTWN RAMPS AT BURWOOD HWY,KNOX,55000,5300.0,0.11,-37.8611188,145.2121198, Wantirna , 3152
15423, EASTLINK BTWN RAMPS AT BORONIA RD,KNOX,53000,5100.0,0.11,-37.846649400000004,145.2171045, Wantirna , 3152
14585, SOUTH GIPPSLAND HIGHWAY btwn SOUTH GIPPSLAND HIGHWAY & SOUTH GIPPSLAND HIGHWAY,CARDINIA,8200,1300.0,0.19,-38.2795119,145.5460094, Lang Lang , 3984
14990, PRINCES HWY EAST NW BD BTWN RAMPS AT EASTLINK,DANDENONG,22000,1200.0,0.06,-37.9670018,145.19448, Noble Park North , 3174
14589, PRINCES HIGHWAY EAST btwn EASTLINK RAMPS & HEATHERTON LINK ROAD,DANDENONG,19000,1000.0,0.06,-37.9684354,145.1960725, Dandenong , 3175
16005, DOVETON STREET btwn BALLARAT-BURRUMBEET ROAD & EYRE STREET,BALLARAT,6300,698.0,0.14,-37.5604591,143.855026, Ballarat Central , 3350
15180, GEELONG RING BTWN BARRABOOL ROAD & HAMILTON HIGHWAY,GEELONG,28000,1900.0,0.08,-38.156221200000005,144.29536409999997, Highton , 3216
13599, FLINDERS STREET btwn KINGS WAY & QUEENS WHARF ROAD,MELBOURNE,9400,568.0,0.07,-37.8201584,144.9583011, Melbourne , 3000
13601, FOREST DRIVE btwn BRADFORD ROAD & NEPEAN HIGHWAY,MORNINGTON PENINSULA,3900,232.0,0.07,-38.2907331,145.01613840000002, Mount Martha , 3934
12442, FRAWLEY ROAD btwn HARMER ROAD & BELGRAVE-HALLAM ROAD,CASEY,6200,375.0,0.07,-38.0007308,145.2663956, Hallam , 3803
12632, BRIDGE STREET btwn NUNN STREET & MIDLAND HIGHWAY,BENALLA,2100,215.0,0.13,-36.5562307,145.9626948, Benalla , 3672
13199, MIDLAND HIGHWAY btwn MCLENNAN STREET & HIGH STREET,SHEPPARTON,16000,1500.0,0.12,-36.3865037,145.3820263, Mooroopna , 3629
13200, MIDLAND HIGHWAY btwn RAILWAY AVENUE & BRUDENELL STREET,CAMPASPE,1200,225.0,0.24,-36.4482128,144.98164419999998, Stanhope , 3623
11702, CHURCH STREET btwn PAKINGTON STREET & GLENLEITH AVENUE,GEELONG,10000,1600.0,0.19,-38.1323136,144.35091719999997, Drumcondra , 3215
12643, MIDLAND HIGHWAY btwn UNNAMED & GEELONG ROAD,GOLDEN PLAINS,5600,550.0,0.12,-38.0413689,144.19077219999997, Bannockburn , 3331
12646, ALBERT STREET btwn DOCWRA STREET & BUNINYONG-SEBASTOPOL ROAD,BALLARAT,5000,380.0,0.09,-37.6170752,143.83515830000002, Sebastopol , 3356
13213, DOVETON STREET btwn DOVETON STREET & MAIR STREET,BALLARAT,8500,716.0,0.1,-37.5589869,143.8552991, Ballarat Central , 3350
12978, CAMP HILL ROAD btwn SANDY POINT ROAD & TASMAN ROAD,MORNINGTON PENINSULA,3900,232.0,0.07,-38.388153700000004,145.1663399, Somers , 3927
12775, CAVE HILL ROAD btwn BERESFORD ROAD & MAIN STREET,YARRA RANGES,4100,248.0,0.07,-37.75334539999999,145.3437184, Lilydale , 3140
15781, MELBA HIGHWAY btwn YARRA GLEN BYPASS & HEALESVILLE-KINGLAKE ROAD,YARRA RANGES,2600,345.0,0.15,-37.5884135,145.41244619999998, Dixons Creek , 3775
14558, TARWIN LOWER ROAD btwn SOUTH GIPPSLAND HIGHWAY & BUFFALO-TARWIN LOWER ROAD,SOUTH GIPPSLAND,496,68.0,0.17,-38.67527929999999,145.9048928, Middle Tarwin , 3956
14972, WHITEHORSE ROAD btwn STATION STREET & NELSON ROAD,WHITEHORSE,12000,605.0,0.06,-37.8171469,145.1171793, Box Hill , 3128
15761, MITCHAM ROAD btwn WHITEHORSE ROAD & CALCUTTA STREET,WHITEHORSE,9500,549.0,0.06,-37.827175200000006,145.1945577, Mitcham , 3132
15764, STATION STREET btwn CARRINGTON ROAD & CANTERBURY ROAD,WHITEHORSE,11000,370.0,0.04,-37.8193217,145.1235767, Box Hill , 3128
14570, MAROONDAH HIGHWAY btwn MAROONDAH HIGHWAY & MAROONDAH HIGHWAY,MURRINDINDI,1200,179.0,0.19,-37.1149296,145.605289, Yarck , 3719
14573, HURSTBRIDGE ARTHURS CREEK RD BTWN DOCTORS GULLY RD & CHAPEL LANE,NILLUMBIK,297,11.0,0.05,-37.603749900000004,145.1835274, Nutfield , 3099
14992, WHITEHORSE RD BTWN RAMPS AT EASTLINK,MAROONDAH,16000,837.0,0.06,-37.8171906,145.216736, Ringwood , 3134
14994, PRINCES HIGHWAY EAST btwn EASTLINK RAMPS & HEATHERTON LINK ROAD,DANDENONG,19000,1000.0,0.06,-37.9684354,145.1960725, Dandenong , 3175
15234, WESTERN FWY BTWN BACCHUS MARSH-GISBORNE RD & BACCHUS MARSH RD,MOORABOOL,17000,2200.0,0.16,-37.671903799999995,144.4662209, Bacchus Marsh , 3340
9517, YARRA BOULEVARD btwn SOUTHERN LINK TOLLWAY Offramp & SOUTHERN LINK TOLLWAY,YARRA,2900,181.0,0.07,-37.8305213,145.01447280000002, Toorak , 3142
9517, YARRA BOULEVARD btwn SOUTHERN LINK TOLLWAY Offramp & SOUTHERN LINK TOLLWAY,YARRA,2900,181.0,0.07,-37.8305213,145.01447280000002, Toorak , 3142
8028, MCLOUGHLINS BEACH ROAD btwn HIGH STREET & CHERRY TREE ROAD,WELLINGTON,209,27.0,0.16,-38.5311767,146.8784895, Woodside , 3874
8402, CAPE PATERSON ROAD btwn CAPE PATERSON-INVERLOCH ROAD & BAYVIEW AVENUE,BASS COAST,1400,54.0,0.05,-38.6366539,145.71068830000002, Inverloch , 3996
15932,,LATROBE,14000,1500.0,0.14,-38.189665000000005,146.2830953, Newborough , 3825
15165, WESTERN FWY SE BD BTWN RAMPS AT BALLARAT-MARYBOROUGH RD (LEARMONTH RD),BALLARAT,4400,1100.0,0.3,-37.5074874,143.8045409, Miners Rest , 3352
14927, WESTERN FREEWAY btwn WESTERN FREEWAY & WESTERN HIGHWAY Onramp,BALLARAT,3600,911.0,0.31,-37.488963500000004,143.78247480000002, Miners Rest , 3352
15171, FRANKSTON-DANDENONG ROAD btwn SKYE ROAD & MORNINGTON PENINSULA ROUTE,FRANKSTON,7900,413.0,0.06,-38.1288175,145.1334841, Seaford , 3198
15174, TRAMWAY ROAD btwn CHURCHILL-TRARALGON ROAD & LOY YANG-MORWELL ROAD,LATROBE,2200,293.0,0.16,-38.269837700000004,146.43373259999998, Hazelwood North , 3840
15954, FITZGERALD ROAD btwn GLENGALA ROAD & WESTERN RING ROAD,BRIMBANK,5500,330.0,0.07,-37.790492900000004,144.7904666, Sunshine West , 3020
15956, FITZGERALD ROAD btwn WESTERN RING ROAD Offramp & DEER PARK BYPASS,BRIMBANK,10000,1900.0,0.22,-37.7995439,144.7892581, Derrimut , 3030
15965, WEST GATE FREEWAY btwn Western link and Montague St,MELBOURNE,92000,8800.0,0.11,-37.82561,144.939924, Port Melbourne , 3207
13906, DEER PARK BYPASS BTWN WESTERN RING ROAD & ONRAMP FROM WESTERN RING ROAD,BRIMBANK,35000,7100.0,0.23,-37.7993664,144.78819380000002, Derrimut , 3030
15130, GEELONG RING ROAD BTWN RAMPS AT ANAKIE ROAD,GEELONG,24000,3400.0,0.17,-38.078044399999996,144.3340642, Lovely Banks , 3213
15993, MAROONDAH HIGHWAY btwn MAROONDAH HIGHWAY & GOULBURN VALLEY HIGHWAY,MURRINDINDI,567,69.0,0.15,-37.1311419,145.6275314, Yarck , 3719
14575, MAGID DRIVE BTWN LINK ROAD & PARK ROAD,CASEY,3300,,,-38.016112299999996,145.30045969999998, Narre Warren , 3805
14581, METROPOLITAN RING RD BTWN Ramps at HUME FWY,WHITTLESEA,78000,7100.0,0.1,-37.6896316,144.9841482, Thomastown , 3074
15998, POLICE ROAD btwn HAVERBRACK DRIVE & EASTLINK,DANDENONG,6300,380.0,0.07,-37.938451,145.2027166, Mulgrave , 3170
15501, HAMILTON HIGHWAY btwn FYANSFORD-GHERINGHAP ROAD & GEELONG RING ROAD,GEELONG,6900,600.0,0.11,-38.1406722,144.2913632, Fyansford , 3218
15120, WESTERN RING ROAD btwn DEER PARK BYPASS & WESTERN RING ROAD Offramp,BRIMBANK,63000,6000.0,0.11,-37.7915263,144.7876098, Sunshine West , 3020
15505, BACCHUS MARSH-GEELONG ROAD btwn GEELONG RING ROAD & GEELONG RING ROAD,GEELONG,6100,499.0,0.1,-38.059407799999995,144.3584062, Lara , 3212
12778, CENTRE ROAD btwn TULLAMARINE FREEWAY & ARRIVAL DRIVE,HUME,10000,618.0,0.07,-37.669742600000006,144.8536814, Melbourne Airport , 3045
15878, BELMONT-NEWCOMB ROAD btwn BARWON HEADS ROAD & TUCKER STREET,GEELONG,16000,1800.0,0.14,-38.180493,144.36083430000002, Belmont , 3216
15315, SOUTH ROAD btwn Warrigal ROAD & BARKERS STREET,KINGSTON,10000,623.0,0.07,-37.9393169,145.08573080000002, Oakleigh South , 3167
15318, WAURN PONDS ROAD btwn COCHRANES ROAD & PRINCES FREEWAY WEST,GEELONG,563,45.0,0.1,-38.206546,144.2875915, Waurn Ponds , 3216
15685, BULLA ROAD btwn RAMPS AT TULLAMARINE FREEWAY,MOONEE VALLEY,16000,984.0,0.07,-37.735367700000005,144.9045816, Strathmore , 3041
16144, SEPARATION STREET btwn MELBOURNE ROAD & SEPARATION STREET,GEELONG,4500,705.0,0.19,-38.1118662,144.352263, North Geelong , 3215
13110, NORMANBY ROAD btwn NORMANBY ROAD & KAMBROOK ROAD,GLEN EIRA,2300,137.0,0.07,-37.8721772,145.03563180000003, Caulfield North , 3161
14676, OBAN ROAD btwn WONGA ROAD & WHITEHORSE ROAD,MAROONDAH,3800,230.0,0.07,-37.795449,145.2480997, Ringwood , 3134
14680, OLD GEELONG ROAD btwn MORRIS ROAD & PRINCES HIGHWAY,WYNDHAM,8000,481.0,0.07,-37.883047600000005,144.70037150000002, Hoppers Crossing , 3029
13114, ORIEL ROAD btwn SOUTHERN ROAD & BELL STREET,BANYULE,3500,,,-37.7457201,145.04207769999996, Heidelberg West , 3081
15880, PLUMMER STREET BTWN WESTGATE FWY & PROHASKY STREET,PORT PHILLIP,9100,565.0,0.07,-37.8327377,144.9189048, Port Melbourne , 3207
16096, HUME FREEWAY Ramp(s) btwn HUME FREEWAY & TALLAROOK-PYALONG ROAD,MITCHELL,3500,188.0,0.07,-37.0887547,145.1018831, Tallarook , 3659
14916, LAKE MOUNTAIN ROAD btwn MARYSVILLE-WOODS POINT ROAD & ROYSTON GAP ROAD,(LAKE MOUNTAIN),27,1.0,0.04,-37.522571299999996,145.8640906, Marysville , 3779
15925, AIRPORT DR SE BD BTWN OFFRAMP AT WESTERN RING RD,BRIMBANK,15000,2000.0,0.15,-37.715799,144.8756511, Tullamarine , 3043
15928, FULLARTON ROAD btwn MCNAMARA-CALDER IN RAMP & WALTERS AVENUE,MOONEE VALLEY,8000,256.0,0.04,-37.7329911,144.8834142, Airport West , 3042
