OBJECTID,accident_no,accident_date,accident_time,accident_type,day_of_week,road_geometry,severity,speed_zone,node_id,longitude,latitude,suburb,postcode,node_type,lga_name,region_name,total_persons,inj_or_fatal,fatality,seriousinjury,otherinjury,noninjured,males,females,bicyclist,passenger,driver,pedestrian,pillion,motorist,old_pedestrian,old_driver,young_driver,alcohol_related,no_of_vehicles,heavyvehicle,passengervehicle,motorcycle,publicvehicle
3462318,T20180000266,2018-05-01,08.45.00,Collision with vehicle,Friday,T intersection,Other injury accident,40 km/hr,326135,144.36135,-38.143640000000005,Geelong,3220,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3462319,T20180000267,2018-05-01,10.20.00,Collision with vehicle,Friday,Not at intersection,Other injury accident,60 km/hr,325728,145.04088000000002,-37.864000000000004,Malvern East,3145,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,2,0,No,2,0,2,0,0
3462321,T20180000272,2018-05-01,11.30.00,Vehicle overturned (no collision),Friday,Not at intersection,Other injury accident,100 km/hr,326155,144.40309,-38.047470000000004,Lara,3212,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2,2,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,No,1,0,1,0,0
3462322,T20180000274,2018-05-01,10.20.00,Collision with vehicle,Friday,Cross intersection,Serious injury accident,80 km/hr,921,145.1575,-38.11269,Frankston North,3200,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,4,4,0,1,3,0,0,2,0,2,2,0,0,0,0,0,0,No,2,0,2,0,0
3462323,T20180000276,2018-05-01,09.54.00,Struck Pedestrian,Friday,Not at intersection,Other injury accident,50 km/hr,325946,145.5896,-38.60621,Wonthaggi,3995,Non-Intersection,BASS COAST,EASTERN REGION,3,1,0,0,1,2,1,2,0,1,1,1,0,0,0,0,0,No,1,0,1,0,0
3462324,T20180000277,2018-03-01,15.05.00,Collision with vehicle,Wednesday,T intersection,Other injury accident,60 km/hr,332043,143.82041,-37.58827,Ballarat City,,Intersection,BALLARAT,WESTERN REGION,4,2,0,0,2,2,3,1,0,2,2,0,0,0,0,0,0,No,2,0,2,0,0
3462325,T20180000278,2018-05-01,11.00.00,Collision with vehicle,Friday,Not at intersection,Other injury accident,60 km/hr,325636,145.03761,-37.67568,Lalor,3075,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,No,2,0,1,0,0
3462326,T20180000279,2018-04-01,12.40.00,Collision with a fixed object,Thursday,Not at intersection,Other injury accident,100 km/hr,327596,145.11073000000002,-38.21082,Baxter,3911,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,5,2,0,0,2,3,0,5,0,4,1,0,0,0,0,0,0,No,1,0,1,0,0
3462327,T20180000280,2018-05-01,12.37.00,Struck Pedestrian,Thursday,Not at intersection,Other injury accident,60 km/hr,326039,148.45354,-37.709790000000005,Orbost,3888,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,No,1,0,1,0,0
3462328,T20180000281,2018-05-01,12.24.00,Collision with vehicle,Friday,Not at intersection,Serious injury accident,80 km/hr,340409,145.31075,-37.893390000000004,Upper Ferntree Gully,3156,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,3,3,0,1,2,0,1,2,0,1,1,0,0,1,0,1,0,No,2,0,1,1,0
3462329,T20180000283,2018-05-01,15.00.00,Collision with vehicle,Thursday,Not at intersection,Other injury accident,40 km/hr,325735,144.96166000000002,-37.76979,Brunswick,3056,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,No,2,0,0,1,0
3462330,T20180000284,2018-05-01,11.55.00,Collision with vehicle,Friday,Not at intersection,Serious injury accident,70 km/hr,325663,145.25201,-37.808040000000005,Ringwood East,3135,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,5,1,0,1,0,4,2,3,0,3,2,0,0,0,0,1,0,No,2,0,2,0,0
3462370,T20180000286,2018-05-01,08.15.00,collision with some other object,Friday,Not at intersection,Other injury accident,60 km/hr,325734,145.18348999999998,-37.702690000000004,Research,3095,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,2,1,1,1,1,0,0,0,0,0,0,No,2,0,1,0,0
3462371,T20180000287,2018-05-01,14.58.00,Collision with vehicle,Friday,Not at intersection,Serious injury accident,100 km/hr,326006,145.07341,-37.87703,Malvern East,3145,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,3,1,0,1,0,2,1,1,0,0,2,0,0,0,0,0,0,No,3,1,1,0,0
3462372,T20180000290,2018-05-01,15.45.00,Struck Pedestrian,Friday,Not at intersection,Other injury accident,40 km/hr,325850,145.11941000000002,-37.92685,Clayton,3168,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,6,2,0,0,2,4,3,3,0,3,1,2,0,0,0,0,0,No,1,0,1,0,0
3462373,T20180000291,2018-05-01,17.15.00,Collision with a fixed object,Friday,Cross intersection,Serious injury accident,50 km/hr,44157,144.88516,-38.37215,Capel Sound,3940,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,No,1,0,1,0,0
3462374,T20180000292,2018-05-01,17.05.00,Struck Pedestrian,Friday,T intersection,Other injury accident,Other speed limit,325915,144.95803999999998,-37.795759999999994,Melbourne City,,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,2,2,0,1,1,2,0,0,0,0,1,No,1,0,1,0,0
3462375,T20180000294,2018-05-01,18.14.00,Collision with vehicle,Friday,T intersection,Other injury accident,100 km/hr,278753,148.45793999999998,-37.71138,Orbost,3888,Intersection,EAST GIPPSLAND,EASTERN REGION,5,5,0,0,5,0,1,2,0,3,2,0,0,0,0,0,0,No,2,0,2,0,0
3462376,T20180000296,2018-05-01,17.30.00,Collision with vehicle,Friday,T intersection,Other injury accident,50 km/hr,281709,145.06212,-37.66851,Mill Park,3082,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,6,1,0,0,1,5,2,4,0,4,2,0,0,0,0,0,0,No,2,0,2,0,0
3462377,T20180000298,2018-05-01,18.13.00,Collision with vehicle,Friday,Not at intersection,Other injury accident,80 km/hr,326299,145.26292,-37.99449,Endeavour Hills,3802,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,10,1,0,0,1,9,7,3,0,7,3,0,0,0,0,0,0,No,3,0,3,0,0
3462378,T20180000299,2018-05-01,04.40.00,Collision with vehicle,Friday,Y intersection,Other injury accident,60 km/hr,326409,145.02971000000002,-37.69318,Thomastown,3074,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3462379,T20180000305,2018-05-01,23.46.00,Collision with vehicle,Friday,T intersection,Serious injury accident,70 km/hr,325784,145.03128999999998,-37.672709999999995,Lalor,3075,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,3,3,0,3,0,0,2,1,0,1,2,0,0,0,0,0,1,Yes,2,0,2,0,0
3462380,T20180000306,2018-05-01,23.47.00,Collision with a fixed object,Friday,Not at intersection,Serious injury accident,110 km/hr,326262,146.535,-36.16662,Indigo Shire,,Non-Intersection,INDIGO,NORTH EASTERN REGION,4,4,0,4,0,0,2,2,0,3,1,0,0,0,0,0,0,No,1,0,1,0,0
3462381,T20180000307,2018-06-01,01.40.00,Collision with a fixed object,Saturday,T intersection,Serious injury accident,60 km/hr,325989,144.29665,-36.76935,Kennington,3550,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3462382,T20180000311,2018-05-01,23.19.00,Collision with vehicle,Friday,Cross intersection,Other injury accident,60 km/hr,44226,145.02442,-37.65075,Epping,3076,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,6,1,0,0,1,5,2,4,0,4,2,0,0,0,0,0,0,No,2,0,2,0,0
3462422,T20180000314,2018-06-01,08.00.00,Collision with vehicle,Saturday,Not at intersection,Serious injury accident,50 km/hr,326375,142.5119,-38.39693,Warrnambool,3280,Non-Intersection,WARRNAMBOOL,SOUTH WESTERN REGION,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3462423,T20180000315,2018-06-01,07.45.00,Collision with vehicle,Saturday,Cross intersection,Other injury accident,80 km/hr,43996,145.15126999999998,-38.23531,Somerville,3912,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3462424,T20180000317,2018-06-01,10.45.00,Collision with vehicle,Saturday,Cross intersection,Other injury accident,60 km/hr,241343,145.82228999999998,-38.43274,Korumburra,3950,Intersection,SOUTH GIPPSLAND,EASTERN REGION,4,1,0,0,1,3,1,3,0,2,2,0,0,0,0,0,0,No,2,0,2,0,0
3462425,T20180000318,2018-06-01,09.07.00,Collision with vehicle,Saturday,Not at intersection,Other injury accident,60 km/hr,325664,144.71366,-37.89673,Point Cook,3030,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3462426,T20180000319,2018-06-01,07.40.00,Collision with a fixed object,Saturday,Not at intersection,Serious injury accident,100 km/hr,326196,145.13566,-38.12229,Seaford,3198,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3462427,T20180000321,2018-06-01,09.30.00,Collision with vehicle,Saturday,Cross intersection,Other injury accident,60 km/hr,29610,145.05398,-37.8457,Victoria,,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3462428,T20180000322,2018-06-01,12.06.00,Collision with vehicle,Saturday,Cross intersection,Other injury accident,60 km/hr,45339,144.9141,-37.75053,Moonee Valley City,,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,1,0,No,2,0,2,0,0
3462429,T20180000325,2018-06-01,12.00.00,Collision with vehicle,Saturday,Not at intersection,Other injury accident,60 km/hr,325729,145.15454,-37.9507,Springvale,3171,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,1,No,2,0,1,1,0
3462430,T20180000327,2018-06-01,12.15.00,Collision with vehicle,Saturday,Cross intersection,Other injury accident,60 km/hr,35556,145.0882,-37.89309,Oakleigh,3166,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3462431,T20180000328,2018-06-01,12.40.00,No collision and no object struck,Saturday,Not at intersection,Serious injury accident,80 km/hr,325810,145.55805,-37.945370000000004,Gembrook,3783,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3462433,T20180000330,2018-06-01,08.20.00,Struck animal,Saturday,Not at intersection,Other injury accident,100 km/hr,326506,144.32314,-37.37512,Trentham,3458,Non-Intersection,HEPBURN,WESTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,0,0,0
3462434,T20180000331,2018-06-01,13.45.00,Collision with a fixed object,Saturday,Not at intersection,Other injury accident,80 km/hr,325726,145.36148,-37.78837,Mount Evelyn,3796,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3462474,T20180000333,2018-06-01,13.50.00,Collision with a fixed object,Saturday,Not at intersection,Other injury accident,100 km/hr,326421,143.13893000000002,-38.67615,Corangamite Shire,,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,5,1,0,0,1,4,4,1,0,4,1,0,0,0,0,0,0,No,1,0,1,0,0
3462475,T20180000335,2018-06-01,16.40.00,Collision with vehicle,Saturday,T intersection,Other injury accident,60 km/hr,278683,144.91735,-37.59626,Craigieburn,3064,Intersection,HUME,METROPOLITAN NORTH WEST REGION,6,3,0,0,3,3,2,4,0,3,3,0,0,0,0,0,0,No,3,0,3,0,0
3462476,T20180000338,2018-06-01,16.10.00,Collision with a fixed object,Friday,Not at intersection,Serious injury accident,100 km/hr,326820,143.97669,-37.4794,Moorabool Shire,,Non-Intersection,MOORABOOL,WESTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3462477,T20180000339,2018-06-01,17.40.00,collision with some other object,Saturday,Not at intersection,Other injury accident,100 km/hr,330251,145.5589,-38.56535,Bass Coast Shire,,Non-Intersection,BASS COAST,EASTERN REGION,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3462479,T20180000341,2018-06-01,14.48.00,Collision with vehicle,Friday,T intersection,Other injury accident,50 km/hr,243646,145.12282,-37.769009999999994,Templestowe Lower,3107,Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,6,1,0,0,1,5,2,4,0,4,2,0,0,0,0,0,0,No,2,0,2,0,0
3462480,T20180000343,2018-06-01,17.20.00,Struck Pedestrian,Saturday,Not at intersection,Other injury accident,50 km/hr,326156,144.89103,-37.8167,Yarraville,3013,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,No,1,0,1,0,0
3462481,T20180000351,2018-06-01,23.00.00,Collision with vehicle,Saturday,T intersection,Other injury accident,50 km/hr,328514,147.06399,-38.106120000000004,MacArthur Street,Australia,Intersection,WELLINGTON,EASTERN REGION,2,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3462482,T20180000352,2018-06-01,15.45.00,Collision with a fixed object,Saturday,T intersection,Fatal accident,60 km/hr,325806,144.2223,-37.06743,Castlemaine,3450,Non-Intersection,MOUNT ALEXANDER,NORTHERN REGION,4,4,1,2,1,0,4,0,0,3,1,0,0,0,0,0,0,Yes,1,0,1,0,0
3462483,T20180000356,2018-07-01,00.24.00,Struck Pedestrian,Sunday,Not at intersection,Other injury accident,80 km/hr,326404,142.09712,-34.23895,Mildura Rural City,,Non-Intersection,MILDURA,WESTERN REGION,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,1,No,1,0,1,0,0
3462484,T20180000359,2018-07-01,00.05.00,Collision with a fixed object,Sunday,Not at intersection,Other injury accident,60 km/hr,325680,144.92666,-37.63102,Roxburgh Park,3064,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Yes,1,0,1,0,0
3462485,T20180000360,2018-03-01,13.20.00,Collision with vehicle,Wednesday,T intersection,Other injury accident,60 km/hr,35621,145.21775,-38.00228,Dandenong South,3175,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3462486,T20180000365,2018-07-01,10.00.00,Collision with a fixed object,Sunday,Not at intersection,Other injury accident,100 km/hr,325745,147.01918999999998,-37.8691,Bushy Park,3860,Non-Intersection,WELLINGTON,EASTERN REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3462526,T20180000366,2018-06-01,13.50.00,Collision with a fixed object,Saturday,Not at intersection,Serious injury accident,100 km/hr,327918,145.87339,-37.51763,Lake Mountain Alpine Resort (Unincorporated),,Non-Intersection,(LAKE MOUNTAIN),NORTH EASTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3462528,T20180000372,2018-07-01,11.50.00,Collision with vehicle,Sunday,Cross intersection,Other injury accident,40 km/hr,241,144.97297,-37.80924,Melbourne City,,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3462529,T20180000374,2018-07-01,14.30.00,No collision and no object struck,Sunday,Not at intersection,Serious injury accident,80 km/hr,325685,144.61743,-38.13301,Bellarine,3223,Non-Intersection,GEELONG,SOUTH WESTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,0,0,0
3462530,T20180000375,2018-07-01,12.05.00,Collision with vehicle,Sunday,Cross intersection,Other injury accident,60 km/hr,278680,144.9107,-37.590140000000005,Craigieburn,3064,Intersection,HUME,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,1,No,2,0,2,0,0
3462531,T20180000379,2018-07-01,14.05.00,Collision with a fixed object,Sunday,Not at intersection,Serious injury accident,60 km/hr,326444,145.66541,-36.93206,Gooram,3666,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3462532,T20180000380,2018-07-01,12.57.00,Collision with a fixed object,Sunday,Not at intersection,Serious injury accident,80 km/hr,328708,145.14188000000001,-37.93005,Clayton South,3169,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,5,5,0,5,0,0,2,3,0,4,1,0,0,0,0,0,0,No,1,0,1,0,0
3462534,T20180000385,2018-07-01,18.00.00,Collision with a fixed object,Sunday,Not at intersection,Other injury accident,80 km/hr,325995,143.95511000000002,-38.57628,Surf Coast Shire,,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3462535,T20180000386,2018-07-01,16.50.00,Collision with vehicle,Sunday,T intersection,Other injury accident,60 km/hr,39281,145.11348999999998,-37.82493,Box Hill,3128,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,Yes,2,0,2,0,0
3462536,T20180000387,2018-07-01,08.25.00,Collision with vehicle,,Cross intersection,Other injury accident,50 km/hr,49620,144.41397,-38.0241,Lara,3212,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3462537,T20180000388,2018-07-01,17.44.00,No collision and no object struck,Sunday,Not at intersection,Serious injury accident,100 km/hr,326229,145.07132,-38.27545,Tuerong,3915,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3462538,T20180000389,2018-07-01,19.00.00,Collision with vehicle,Sunday,Cross intersection,Other injury accident,60 km/hr,35934,144.96412,-37.75546,Victoria,,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,9,4,0,0,4,5,5,3,0,4,5,0,0,0,0,0,1,No,5,0,5,0,0
3462729,T20180000061,2018-02-01,01.00.00,Collision with a fixed object,Tuesday,Not at intersection,Serious injury accident,70 km/hr,325588,145.37984,-38.02668,Beaconsfield,3807,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3462730,T20180000062,2018-02-01,01.00.00,No collision and no object struck,Tuesday,Not at intersection,Other injury accident,50 km/hr,325509,145.00825,-37.71634,Reservoir,3073,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,1,0,0,1,1,0,0,1,0,0,0,No,2,0,1,1,0
3462732,T20180000067,2018-02-01,06.55.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,60 km/hr,51869,144.9647,-36.25475,Tongala,3621,Intersection,CAMPASPE,NORTHERN REGION,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3462733,T20180000070,2018-02-01,07.40.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,60 km/hr,325626,147.16053,-36.73728,Tawonga South,3698,Non-Intersection,ALPINE,NORTH EASTERN REGION,3,2,0,0,2,1,1,2,0,1,2,0,0,0,0,0,0,No,2,0,1,0,0
3462773,T20180000071,2018-02-01,10.00.00,Collision with vehicle,Monday,T intersection,Other injury accident,60 km/hr,44414,144.3548,-38.0737,Corio,3214,Intersection,GEELONG,SOUTH WESTERN REGION,4,1,0,0,1,3,2,2,0,1,3,0,0,0,0,0,0,No,3,0,2,0,0
3462774,T20180000072,2018-02-01,09.15.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,60 km/hr,325544,145.06018,-37.941790000000005,Moorabbin,3189,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,4,1,0,0,1,3,2,2,0,2,2,0,0,0,0,0,0,No,2,0,2,0,0
3462775,T20180000074,2018-02-01,09.00.00,Collision with a fixed object,Tuesday,Not at intersection,Serious injury accident,50 km/hr,325638,145.04516999999998,-37.75608,Bellfield,3081,Non-Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,No,1,1,0,0,0
3462776,T20180000075,2018-02-01,07.00.00,Collision with a fixed object,Tuesday,Not at intersection,Other injury accident,100 km/hr,325536,144.54521,-38.208729999999996,Wallington,3222,Non-Intersection,GEELONG,SOUTH WESTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3462778,T20180000078,2018-02-01,10.15.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,60 km/hr,325535,147.56842,-38.057629999999996,Loch Sport,3851,Intersection,WELLINGTON,EASTERN REGION,4,1,0,0,1,3,1,3,0,2,2,0,0,0,0,1,0,No,2,0,2,0,0
3462780,T20180000087,2018-02-01,08.45.00,Struck animal,Tuesday,Not at intersection,Serious injury accident,100 km/hr,325512,146.81226999999998,-38.51566,Wellington Shire,,Non-Intersection,WELLINGTON,EASTERN REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3462781,T20180000088,2018-02-01,13.30.00,Collision with a fixed object,Tuesday,Not at intersection,Other injury accident,100 km/hr,329300,145.03103000000002,-38.44852,Shoreham,3916,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3462782,T20180000089,2018-02-01,11.25.00,Collision with a fixed object,Tuesday,Not at intersection,Other injury accident,80 km/hr,326088,145.38335,-35.86603,Moira Shire,,Non-Intersection,MOIRA,NORTH EASTERN REGION,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,No,1,0,1,0,0
3462785,T20180000097,2018-02-01,15.23.00,Struck Pedestrian,Tuesday,Cross intersection,Serious injury accident,60 km/hr,36872,144.95911,-37.82678,Southbank,3006,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,No,1,0,1,0,0
3462825,T20180000098,2018-02-01,13.30.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,60 km/hr,57304,145.57134,-36.75589,Euroa,3666,Intersection,STRATHBOGIE,NORTH EASTERN REGION,5,1,0,0,1,4,2,3,0,2,2,0,0,0,0,0,1,No,2,0,2,0,0
3462826,T20180000099,2018-02-01,16.20.00,Collision with vehicle,Tuesday,T intersection,Other injury accident,60 km/hr,41376,145.04258000000002,-37.88947,Glen Huntly,3163,Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,7,1,0,0,1,6,3,4,0,5,2,0,0,0,0,0,0,No,2,0,2,0,0
3462827,T20180000101,2018-02-01,18.33.00,Vehicle overturned (no collision),Tuesday,Not at intersection,Serious injury accident,100 km/hr,326427,142.9077,-38.3684,Corangamite Shire,,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,2,2,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,No,1,0,1,0,0
3462830,T20180000106,2018-02-01,21.10.00,Struck Pedestrian,Tuesday,Cross intersection,Other injury accident,60 km/hr,326832,144.7546,-38.36006,Sorrento,3943,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,1,No,1,0,1,0,0
3462831,T20180000110,2018-02-01,18.30.00,Other accident,Tuesday,T intersection,Serious injury accident,50 km/hr,328123,145.01369,-37.6652,Lalor,3075,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No,1,0,0,0,0
3462832,T20180000118,2018-03-01,01.45.00,Collision with a fixed object,Wednesday,Multiple intersection,Serious injury accident,100 km/hr,325597,143.7856,-36.9467,Central Goldfields Shire,,Non-Intersection,CENTRAL GOLDFIELDS,WESTERN REGION,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3462834,T20180000125,2018-02-01,12.40.00,Collision with vehicle,Monday,Not at intersection,Other injury accident,50 km/hr,130691,144.87579,-38.36376,Capel Sound,3940,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,4,1,0,0,1,3,3,1,0,1,3,0,0,0,0,0,1,No,3,0,3,0,0
3462835,T20180000126,2018-02-01,15.10.00,Collision with vehicle,Tuesday,Cross intersection,Serious injury accident,50 km/hr,57702,145.94228999999999,-38.47522,Leongatha,3953,Intersection,SOUTH GIPPSLAND,EASTERN REGION,4,4,0,1,3,0,1,3,0,2,2,0,0,0,0,0,0,No,2,0,2,0,0
3462836,T20180000127,2018-03-01,11.10.00,No collision and no object struck,Tuesday,Not at intersection,Other injury accident,60 km/hr,325930,146.88748,-36.12961,Wodonga,3690,Non-Intersection,WODONGA,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3462837,T20180000128,2018-03-01,10.30.00,No collision and no object struck,Wednesday,Not at intersection,Serious injury accident,100 km/hr,325793,142.84071,-37.07209,Northern Grampians Shire,,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3462878,T20180000135,2018-02-01,15.25.00,Collision with a fixed object,Tuesday,Not at intersection,Other injury accident,100 km/hr,326833,141.9619,-38.15018,Bessiebelle,3304,Non-Intersection,MOYNE,SOUTH WESTERN REGION,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,No,1,0,1,0,0
3462879,T20180000136,2018-03-01,10.30.00,Collision with vehicle,Wednesday,Multiple intersection,Serious injury accident,60 km/hr,326377,145.93206,-38.16941,Warragul,3820,Non-Intersection,BAW BAW,EASTERN REGION,4,4,0,2,2,0,2,2,0,1,3,0,0,0,0,0,0,No,3,0,3,0,0
