OBJECTID,accident_no,accident_date,accident_time,accident_type,day_of_week,road_geometry,severity,speed_zone,node_id,longitude,latitude,suburb,postcode,node_type,lga_name,region_name,total_persons,inj_or_fatal,fatality,seriousinjury,otherinjury,noninjured,males,females,bicyclist,passenger,driver,pedestrian,pillion,motorist,old_pedestrian,old_driver,young_driver,alcohol_related,no_of_vehicles,heavyvehicle,passengervehicle,motorcycle,publicvehicle
3465601,T20180007037,2018-04-13,17.30.00,Collision with vehicle,Friday,Cross intersection,Other injury accident,60 km/hr,54359,145.35672,-36.38965,Mooroopna,3629,Intersection,SHEPPARTON,NORTH EASTERN REGION,5,1,0,0,1,4,2,2,0,3,2,0,0,0,0,0,1,No,2,0,2,0,0
3465602,T20180007040,2018-09-04,08.30.00,Collision with vehicle,Monday,Cross intersection,Other injury accident,80 km/hr,43272,145.25223,-38.04265,Lynbrook,3975,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,1,No,2,0,1,1,0
3465603,T20180007041,2018-04-14,12.30.00,Collision with vehicle,Friday,Not at intersection,Other injury accident,100 km/hr,329514,145.16232,-36.89577,Mangalore,3663,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,No,2,0,2,0,0
3465604,T20180007042,2018-04-14,11.03.00,Collision with a fixed object,Saturday,Not at intersection,Serious injury accident,100 km/hr,331729,148.52453,-37.70543,East Gippsland Shire,,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3465605,T20180007044,2018-04-14,13.20.00,Struck Pedestrian,Saturday,Not at intersection,Other injury accident,60 km/hr,329317,144.94678000000002,-37.81449,Docklands,3008,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,No,1,0,0,0,1
3465606,T20180007045,2018-04-13,12.27.00,Collision with vehicle,Friday,T intersection,Other injury accident,60 km/hr,45116,144.84822,-37.773109999999996,Sunshine North,3020,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,3,0,0,1,2,0,0,0,0,0,2,No,2,0,2,0,0
3465607,T20180007047,2018-04-14,13.35.00,Collision with vehicle,Friday,T intersection,Other injury accident,60 km/hr,29375,144.94745,-37.79361,Melbourne City,,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3465608,T20180007048,2018-04-14,09.20.00,Vehicle overturned (no collision),Friday,Not at intersection,Other injury accident,100 km/hr,329557,142.67158,-36.995090000000005,Deep Lead,3385,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,No,1,1,0,0,0
3465609,T20180007049,2018-04-14,12.00.00,Collision with vehicle,Saturday,Not at intersection,Other injury accident,60 km/hr,329643,144.00845,-38.49732,Lorne,3232,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,9,1,0,0,1,8,3,6,0,7,2,0,0,0,0,0,0,No,2,0,2,0,0
3465610,T20180007050,2018-04-14,14.15.00,Collision with vehicle,Saturday,Not at intersection,Other injury accident,80 km/hr,329839,145.37365,-37.629259999999995,Yarra Glen,3775,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,4,2,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,No,2,0,2,0,0
3465611,T20180005758,2018-03-26,06.20.00,Collision with vehicle,Monday,Cross intersection,Serious injury accident,60 km/hr,73552,143.59188,-38.34548,Colac,3250,Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,1,No,2,0,1,1,0
3465612,T20180005760,2018-03-26,13.47.00,Collision with a fixed object,Monday,T intersection,Other injury accident,60 km/hr,45228,144.89067,-37.75407,Essendon,3040,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,2,0,0,2,0,1,1,0,1,1,0,0,0,0,0,1,No,1,0,1,0,0
3465613,T20180005761,2018-03-26,19.00.00,Collision with a fixed object,Sunday,Not at intersection,Serious injury accident,100 km/hr,331975,146.50768,-36.320409999999995,Tarrawingee,3746,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,No,1,0,1,0,0
3465614,T20180005765,2018-03-26,22.21.00,Collision with a fixed object,Monday,Not at intersection,Other injury accident,60 km/hr,42268,145.06313,-37.9534,Cheltenham,3192,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,2,0,0,1,1,0,0,0,0,0,1,No,1,0,1,0,0
3465615,T20180005766,2018-03-26,05.15.00,Collision with a fixed object,Monday,Not at intersection,Other injury accident,80 km/hr,328575,145.869,-38.149029999999996,Drouin,3818,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3465616,T20180005767,2018-03-26,22.20.00,Collision with vehicle,Monday,Cross intersection,Other injury accident,60 km/hr,863,144.9666,-37.74131,Moreland City,,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,3,2,0,0,2,1,2,1,0,1,2,0,0,0,0,0,2,No,2,0,2,0,0
3465617,T20180005768,2018-03-26,18.13.00,Collision with vehicle,Monday,Not at intersection,Serious injury accident,100 km/hr,329959,146.96229,-38.01732,Wellington Shire,,Non-Intersection,WELLINGTON,EASTERN REGION,3,3,0,1,2,0,3,0,0,1,2,0,0,0,0,1,1,No,2,0,2,0,0
3465618,T20180005769,2018-03-26,23.25.00,Collision with vehicle,Monday,Cross intersection,Serious injury accident,60 km/hr,49240,143.83902,-37.55986,Ballarat Central,3350,Intersection,BALLARAT,WESTERN REGION,4,2,0,2,0,2,2,2,0,2,2,0,0,0,0,0,2,No,2,0,2,0,0
3465619,T20180005774,2018-03-27,05.10.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,70 km/hr,328616,144.34308000000001,-38.191309999999994,Grovedale,3216,Non-Intersection,GEELONG,SOUTH WESTERN REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,No,2,0,2,0,0
3465620,T20180005775,2018-03-27,05.17.00,Collision with vehicle,Monday,Multiple intersection,Serious injury accident,80 km/hr,285,144.88589,-37.707029999999996,Tullamarine,3043,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3465621,T20180005777,2018-03-25,09.50.00,Collision with a fixed object,Sunday,Not at intersection,Serious injury accident,80 km/hr,328780,145.63721,-37.59878,Yarra Ranges Shire,,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,2,0,2,0,0,1,1,0,1,1,0,0,0,0,1,0,No,1,0,1,0,0
3465622,T20180005780,2018-03-27,07.25.00,Struck Pedestrian,Tuesday,Not at intersection,Other injury accident,Not known,328583,145.16333999999998,-37.88228,Glen Waverley,3150,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,No,2,0,2,0,0
3465623,T20180005785,2018-03-24,12.15.00,Collision with vehicle,Saturday,Not at intersection,Other injury accident,80 km/hr,329021,145.54688000000002,-37.95811,Gembrook,3783,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3465624,T20180006194,2018-01-04,13.00.00,Collision with vehicle,Sunday,Cross intersection,Serious injury accident,60 km/hr,49235,142.20494,-36.71781,Horsham,3400,Intersection,HORSHAM,WESTERN REGION,3,1,0,1,0,2,1,2,0,1,2,0,0,0,0,0,0,No,2,0,2,0,0
3465625,T20180006198,2018-03-31,19.30.00,Collision with vehicle,Friday,Not at intersection,Serious injury accident,50 km/hr,332017,145.01655,-36.589259999999996,Rushworth,3612,Non-Intersection,CAMPASPE,NORTHERN REGION,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,No,2,0,2,0,0
3465626,T20180006201,2018-01-04,12.05.00,Collision with vehicle,Sunday,Not at intersection,Other injury accident,100 km/hr,329203,147.13393,-36.726459999999996,Alpine Shire,,Non-Intersection,ALPINE,NORTH EASTERN REGION,5,2,0,0,2,3,4,1,0,3,2,0,0,0,0,0,0,No,2,0,2,0,0
3465627,T20180006202,2018-01-04,15.20.00,Collision with vehicle,Sunday,Not at intersection,Other injury accident,80 km/hr,328816,145.26891,-37.87983,Ferntree Gully,3156,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,5,3,0,0,3,2,3,2,0,2,3,0,0,0,0,0,0,No,3,0,3,0,0
3465628,T20180006206,2018-01-04,14.00.00,Collision with vehicle,Sunday,T intersection,Serious injury accident,70 km/hr,35339,145.00173,-37.67255,Thomastown,3074,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3465629,T20180006208,2018-01-04,18.00.00,Collision with vehicle,Sunday,T intersection,Other injury accident,50 km/hr,328898,145.07459,-37.9062,Murrumbeena,3163,Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,0,3,0,1,2,0,0,0,0,0,0,No,2,0,2,0,0
3465630,T20180006209,2018-03-28,17.45.00,Vehicle overturned (no collision),Wednesday,T intersection,Other injury accident,60 km/hr,37468,144.89626,-37.651070000000004,Greenvale,3059,Intersection,HUME,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3465631,T20180006211,2018-01-04,19.40.00,Collision with a fixed object,Sunday,Cross intersection,Serious injury accident,80 km/hr,231470,144.62301000000002,-37.79681,Mount Cottrell,3024,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3465632,T20180006212,2018-01-04,21.55.00,Collision with vehicle,Sunday,Cross intersection,Other injury accident,60 km/hr,49992,144.37983,-38.15493,East Geelong,3219,Intersection,GEELONG,SOUTH WESTERN REGION,6,3,0,0,3,3,4,2,0,3,3,0,0,0,0,0,2,No,3,0,3,0,0
3465633,T20180006217,2018-02-04,02.40.00,No collision and no object struck,Monday,Not at intersection,Other injury accident,60 km/hr,328831,144.94875,-38.35285,Shire of Mornington Peninsula,,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3465634,T20180006218,2018-02-04,01.18.00,Collision with vehicle,Monday,Cross intersection,Serious injury accident,80 km/hr,57539,145.06748000000002,-37.88455,Carnegie,3163,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,No,2,0,1,1,0
3465635,T20180006220,2018-03-22,17.45.00,Collision with vehicle,Thursday,Not at intersection,Other injury accident,80 km/hr,328799,144.89382,-37.73428,Moonee Valley City,,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,0,4,0,0,4,0,0,0,0,0,1,No,4,0,4,0,0
3465636,T20180006221,2018-01-04,20.37.00,Collision with a fixed object,,T intersection,Other injury accident,40 km/hr,328979,145.2591,-37.91875,Rowville,3178,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3465637,T20180006626,2018-07-04,21.00.00,Vehicle overturned (no collision),Saturday,T intersection,Serious injury accident,50 km/hr,332541,144.40315,-38.16995,Newcomb,3219,Non-Intersection,GEELONG,SOUTH WESTERN REGION,4,3,0,3,0,1,4,0,0,3,1,0,0,0,0,0,1,No,1,0,1,0,0
3465638,T20180006630,2018-07-04,20.40.00,Collision with vehicle,Saturday,Cross intersection,Other injury accident,70 km/hr,36948,145.00531999999998,-37.664320000000004,Lalor,3075,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,5,1,0,0,1,4,1,0,1,3,1,0,0,0,0,0,0,No,2,0,1,0,0
3465639,T20180006631,2018-07-04,13.48.00,Collision with vehicle,Saturday,Cross intersection,Serious injury accident,40 km/hr,36835,144.95483000000002,-37.81443,Melbourne,3000,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,5,1,0,1,0,4,1,4,0,1,4,0,0,0,0,0,1,No,4,0,4,0,0
3465640,T20180006632,2018-07-04,07.55.00,Collision with vehicle,Saturday,Cross intersection,Other injury accident,60 km/hr,559,144.83903999999998,-37.8654,Seaholme,3018,Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,0,2,1,0,1,0,0,0,0,1,0,No,2,0,1,0,0
3465641,T20180006634,2018-07-04,12.00.00,Collision with vehicle,Saturday,Cross intersection,Other injury accident,40 km/hr,244294,145.18195,-37.94377,Greater Dandenong City,,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3465642,T20180006636,2018-06-04,19.00.00,Collision with vehicle,Thursday,Cross intersection,Other injury accident,40 km/hr,38871,145.02175,-37.814890000000005,Hawthorn,3122,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,4,1,0,0,1,3,2,1,0,1,3,0,0,0,0,0,1,No,3,0,3,0,0
3465643,T20180006639,2018-08-04,11.00.00,Collision with vehicle,Sunday,Cross intersection,Other injury accident,60 km/hr,329301,144.98152,-37.853320000000004,Melbourne,3004,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3465644,T20180006646,2018-08-04,11.35.00,Collision with vehicle,Sunday,Not at intersection,Other injury accident,60 km/hr,329020,144.91746,-37.714290000000005,Glenroy,3046,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,5,1,0,0,1,4,2,1,0,1,2,0,0,0,0,0,2,No,4,0,2,0,0
3465645,T20180006647,2018-08-04,10.30.00,Collision with a fixed object,Sunday,T intersection,Serious injury accident,60 km/hr,329016,144.89293999999998,-38.36755,Rosebud,3939,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3465646,T20180006648,2018-03-25,11.00.00,Struck Pedestrian,,Not at intersection,Other injury accident,50 km/hr,329305,145.02953,-37.6519,Epping,3076,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,No,1,0,0,0,0
3465647,T20180006649,2018-08-04,13.00.00,Collision with vehicle,Sunday,Not at intersection,Other injury accident,80 km/hr,329217,145.28656999999998,-37.88765,Ferntree Gully,3156,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,1,No,2,0,2,0,0
3465648,T20180006650,2018-08-04,11.50.00,Collision with vehicle,Sunday,Not at intersection,Other injury accident,60 km/hr,329108,145.01403,-37.97298,Black Rock,3193,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,No,2,0,1,0,0
3465649,T20180006656,2018-08-04,10.50.00,Collision with a fixed object,Sunday,Not at intersection,Serious injury accident,60 km/hr,329154,147.57356000000001,-38.05292,Loch Sport,3851,Non-Intersection,WELLINGTON,EASTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3465650,T20180007051,2018-04-14,09.30.00,Vehicle overturned (no collision),Saturday,Not at intersection,Other injury accident,100 km/hr,329504,145.70531,-37.83853,Yarra Ranges Shire,,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3465651,T20180007052,2018-04-14,09.50.00,Vehicle overturned (no collision),Saturday,Not at intersection,Serious injury accident,100 km/hr,329318,145.71193,-37.37988,Taggerty,3714,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,1,0,No,2,0,2,0,0
3465652,T20180007054,2018-04-14,13.50.00,Collision with vehicle,Friday,Not at intersection,Other injury accident,60 km/hr,329542,145.00485,-37.83979,Toorak,3142,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,No,2,0,1,1,0
3465653,T20180007058,2018-10-04,19.15.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,60 km/hr,39736,145.26946999999998,-37.81196,Croydon,3136,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,0,3,0,1,2,0,0,0,0,0,1,No,2,0,2,0,0
3465654,T20180007062,2018-04-14,17.30.00,Collision with vehicle,Friday,T intersection,Other injury accident,60 km/hr,40681,145.11893,-37.85609,Mount Waverley,3149,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,5,2,0,0,2,3,2,2,0,2,3,0,0,0,0,0,2,No,3,0,3,0,0
3465655,T20180007063,2018-09-04,12.20.00,Collision with vehicle,Monday,Not at intersection,Serious injury accident,60 km/hr,329600,145.26723,-37.85989,Boronia,3155,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,3,2,0,2,0,1,3,0,0,1,2,0,0,0,0,0,0,No,2,0,2,0,0
3465656,T20180007068,2018-04-14,17.54.00,Collision with vehicle,Saturday,Not at intersection,Other injury accident,50 km/hr,329495,144.72314,-37.88125,Point Cook,3030,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,No,2,0,2,0,0
3465657,T20180007070,2018-04-14,05.10.00,Collision with vehicle,Saturday,Not at intersection,Other injury accident,80 km/hr,330674,144.89633,-37.82853,Hobsons Bay City,,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,Yes,2,0,0,1,0
3465658,T20180007071,2018-04-14,20.21.00,Collision with vehicle,Saturday,Cross intersection,Serious injury accident,80 km/hr,43431,145.10166999999998,-38.16668,Mount Eliza,3930,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,5,4,0,2,2,1,2,2,0,3,2,0,0,0,0,1,0,No,2,0,2,0,0
3465659,T20180007073,2018-04-14,05.30.00,Vehicle overturned (no collision),Friday,Not at intersection,Serious injury accident,50 km/hr,343054,145.2586,-37.8293,Heathmont,3135,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3465660,T20180007077,2018-04-15,00.25.00,Collision with a fixed object,Sunday,Not at intersection,Other injury accident,50 km/hr,329356,144.32333,-38.33802,Torquay,3228,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2,2,0,0,2,0,1,1,0,1,1,0,0,0,0,0,1,Yes,1,0,1,0,0
3465661,T20180007081,2018-04-14,11.20.00,Collision with vehicle,Friday,T intersection,Other injury accident,80 km/hr,50127,144.4581,-38.17427,Leopold,3224,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3465662,T20180007083,2018-04-14,14.19.00,Collision with a fixed object,Saturday,Not at intersection,Other injury accident,60 km/hr,329307,145.35665,-37.921459999999996,Yarra Ranges Shire,,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,3,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3465663,T20180005788,2018-03-18,19.00.00,Collision with vehicle,Sunday,Not at intersection,Other injury accident,40 km/hr,328562,144.96806999999998,-37.816159999999996,Melbourne,3000,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,2,1,0,0,1,0,1,1,0,1,0,No,2,0,1,1,0
3465664,T20180005789,2018-03-26,17.13.00,Collision with a fixed object,Sunday,Not at intersection,Other injury accident,60 km/hr,330898,146.45502,-37.13142,Mount Buller Alpine Resort (Unincorporated),,Non-Intersection,(MOUNT BULLER),NORTH EASTERN REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3465665,T20180005790,2018-03-27,07.00.00,Collision with vehicle,Monday,Cross intersection,Other injury accident,80 km/hr,17624,145.43181,-36.377590000000005,Shepparton East,3631,Intersection,SHEPPARTON,NORTH EASTERN REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,1,No,2,0,1,0,0
3465666,T20180005792,2018-03-27,08.00.00,Collision with vehicle,Tuesday,T intersection,Other injury accident,60 km/hr,16806,142.49363,-38.367059999999995,Warrnambool,3280,Intersection,WARRNAMBOOL,SOUTH WESTERN REGION,3,1,0,0,1,2,0,3,0,1,2,0,0,0,0,0,0,No,2,0,2,0,0
3465667,T20180005793,2018-03-27,09.50.00,Collision with vehicle,Tuesday,T intersection,Other injury accident,50 km/hr,29378,145.35079,-37.75756,Lilydale,3140,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3465668,T20180005797,2018-03-27,09.20.00,Struck Pedestrian,Monday,T intersection,Other injury accident,40 km/hr,48726,144.95128,-37.81284,Melbourne,3004,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,No,1,0,0,0,0
3465669,T20180005798,2018-03-27,05.30.00,No collision and no object struck,Tuesday,Cross intersection,Serious injury accident,40 km/hr,328871,145.35151000000002,-38.02955,Berwick,3806,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,No,2,0,0,0,0
3465670,T20180005800,2018-03-26,16.15.00,Collision with vehicle,Monday,Not at intersection,Other injury accident,80 km/hr,329458,144.91378999999998,-37.73277,Strathmore,3041,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,1,1,0,1,2,0,0,0,0,0,0,No,2,0,2,0,0
3465671,T20180005804,2018-03-27,08.24.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,100 km/hr,331286,145.20888,-37.93405,Mulgrave,3170,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3465672,T20180005805,2018-03-26,17.01.00,Collision with vehicle,Sunday,Not at intersection,Other injury accident,50 km/hr,328570,145.266,-37.84418,Bayswater,3153,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,No,2,0,2,0,0
3465673,T20180005807,2018-03-25,10.00.00,Collision with vehicle,Sunday,Cross intersection,Other injury accident,50 km/hr,51092,145.40673,-36.38893,Shepparton,3630,Intersection,SHEPPARTON,NORTH EASTERN REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,No,2,0,1,0,0
3465674,T20180005808,2018-03-27,13.00.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,70 km/hr,30602,144.99427,-37.755309999999994,Thornbury,3071,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3465675,T20180005810,2018-03-27,08.00.00,Vehicle overturned (no collision),Tuesday,Not at intersection,Other injury accident,100 km/hr,328612,141.81512,-37.79047,Branxholme,3302,Non-Intersection,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3465676,T20180006223,2018-02-04,07.35.00,Collision with a fixed object,Sunday,Not at intersection,Other injury accident,80 km/hr,329207,145.10646,-37.69166,Greensborough,3088,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,1,1,0,1,1,0,1,1,0,0,0,No,2,0,1,1,0
3465677,T20180006224,2018-03-29,13.10.00,Struck Pedestrian,Thursday,Not at intersection,Other injury accident,Camping grounds or off road,328796,144.38334,-38.16752,Thomson,3219,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,0,1,1,0,2,0,0,1,1,0,0,1,0,1,No,1,0,1,0,0
3465678,T20180006225,2018-03-31,11.30.00,Vehicle overturned (no collision),Saturday,T intersection,Other injury accident,60 km/hr,38536,144.82698,-37.792190000000005,Sunshine,3020,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,No,2,0,0,1,0
3465679,T20180006227,2018-01-04,18.50.00,Collision with vehicle,,T intersection,Serious injury accident,50 km/hr,55548,144.31381000000002,-38.20673,Grovedale,3216,Intersection,GEELONG,SOUTH WESTERN REGION,3,2,0,1,1,1,1,2,0,1,2,0,0,0,0,1,1,No,2,0,2,0,0
3465680,T20180006230,2018-02-04,07.30.00,Collision with a fixed object,Monday,T intersection,Other injury accident,60 km/hr,59621,144.2585,-36.748540000000006,Greater Bendigo City,,Intersection,BENDIGO,NORTHERN REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3465681,T20180006235,2018-02-04,08.00.00,Collision with vehicle,Sunday,Not at intersection,Other injury accident,60 km/hr,331578,144.99896,-37.938590000000005,Hampton,3188,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,No,2,0,1,0,0
3465682,T20180006239,2018-02-04,11.30.00,Collision with a fixed object,Monday,T intersection,Serious injury accident,60 km/hr,329690,144.99045,-37.81488,Melbourne City,,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3465683,T20180006240,2018-02-04,12.25.00,Collision with vehicle,Monday,T intersection,Other injury accident,60 km/hr,40933,145.25638,-37.84245,City of Knox,,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,3,2,0,0,2,1,1,2,0,1,2,0,0,0,0,1,0,No,2,0,2,0,0
3465684,T20180006242,2018-02-04,11.00.00,Vehicle overturned (no collision),Monday,Not at intersection,Serious injury accident,Not known,328830,147.61223999999999,-36.11367,Towong Shire,,Non-Intersection,TOWONG,NORTH EASTERN REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3465685,T20180006244,2018-02-04,13.40.00,Collision with vehicle,Sunday,Cross intersection,Other injury accident,60 km/hr,329481,144.89244,-37.8033,Footscray,3011,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,4,2,0,0,2,2,3,1,0,2,2,0,0,0,0,0,0,No,2,1,1,0,0
